id,scope,name,capacity,electric_flag,longitude,latitude,basin,riverbed,google,openstreetmap,wikidata,province,autonomous_community,type,crest_elevation,dam_height,report,real_name
532,tajo,belena,53,0,40.9338651420001,-3.19600748099998,tajo,rio sorbe,,,,guadalajara,castilla   mancha,presa materiales sueltos zonificada o nucleo,906.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=747,Beleña
534,tajo,navamuno,14,0,40.347880305,-5.77448415699996,tajo,rio banos,https://www.google.com/search?kgmid=/g/122gflb1,,https://www.wikidata.org/wiki/Q5830534,salamanca,castilla y leon,presa materiales sueltos pantalla hormigon,886.899999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=851,Navamuño
536,tajo,vellon (pedrezuela),41,0,-3.623789224202629,40.767749,jucar,riu amadorio,,,,madrid,comunidad madrid,,320.649999999999,,,Pedrezuela o del Vellón
539,segura,valdeinfierno,14,0,37.8054910990001,-1.96467018699997,segura,rio luchena,https://www.google.com/search?kgmid=/g/1228rq7r,https://www.openstreetmap.org/relation/1450307,https://www.wikidata.org/wiki/Q5490023,murcia,region murcia,presa fabrica arco gravedad,476.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2073,Valdeinfierno
540,jucar,benageber,228,0,-1.1147942656411325,39.7741822,jucar,riu amadorio,,,,valencia,comunitat valenciana,,320.649999999999,,,Benagéber
541,jucar,beniarres,30,0,38.8149169910001,-0.356155444999956,jucar,rio serpis,,,,alicante,comunitat valenciana,presa fabrica gravedad (hormigon vibrado),320.649999999999,53.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2191,Beniarrés
542,jucar,naranjero,29,0,-0.8901498091699659,39.27000015,jucar,riu amadorio,,,,valencia,comunitat valenciana,,320.649999999999,,,El Naranjero
544,jucar,muela,29,1,-6.993061014777964,39.45998285,jucar,riu amadorio,,,,valencia,comunitat valenciana,,320.649999999999,,,La Muela
545,jucar,toba,11,1,40.2100666220001,-1.92215366299996,jucar,rio jucar,,,https://www.wikidata.org/wiki/Q23995855,cuenca,castilla   mancha,presa fabrica mamposteria,1156.34999999999,40.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2282,La Toba
546,jucar,sichar,49,0,40.0100628180001,-0.231145701999935,jucar,riu mijares,,,,castellon,comunitat valenciana,presa fabrica gravedad (hormigon vibrado),167.5,58.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2258,Sichar
547,jucar,maria cristina,20,0,40.0282904270001,-0.163969956999949,jucar,rambla viuda,https://www.google.com/search?kgmid=/g/120j37yv,,https://www.wikidata.org/wiki/Q5830527,castellon,comunitat valenciana,presa fabrica mamposteria,138.219999999999,56.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2261,María Cristina
549,ebro,escales,152,1,42.326356092,0.744016995000038,ebro,rio noguera ribagorcana,https://www.google.com/search?kgmid=/g/121bwl92,,https://www.wikidata.org/wiki/Q2843621,huesca,aragon,presa fabrica gravedad (hormigon vibrado),823.5,125.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2479,Escales
550,ebro,enciso,46,1,-2.286911969659012,42.13051265,jucar,riu amadorio,,,,la rioja,rioja,,320.649999999999,,,Enciso
551,ebro,itoiz,417,0,42.802482335,-1.36089896199996,ebro,rio irati,https://www.google.com/search?kgmid=/g/121qg1xt,https://www.openstreetmap.org/relation/34330854,https://www.wikidata.org/wiki/Q3380147,navarra,comunidad foral navarra,presa fabrica gravedad (hormigon vibrado),592.0,122.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2741,Itoiz
552,galicia costa,fervenza,104,1,-8.061400626075084,43.197875,jucar,riu amadorio,,,,la coruna,galicia,,320.649999999999,,,A Fervenza
553,galicia costa,ribeira  a,33,1,-9.008342633678708,42.5778204,jucar,riu amadorio,,,,la coruna,galicia,,320.649999999999,,,La Ribeira
554,cuencas internas cataluna,sau,169,0,41.967837526,2.41280096100007,cuencas internas cataluna,riu ter,,,https://www.wikidata.org/wiki/Q1140094,barcelona,cataluna,presa fabrica arco gravedad,426.5,83.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2888,Sau
555,galicia costa,riocobo,6,0,-6.3040059,39.9208114,jucar,riu amadorio,,,,lugo,galicia,,320.649999999999,,,Cristo de Riocobo
556,ebro,val,24,0,41.8757919440001,-1.78697264699997,ebro,rio casa o val,,,https://www.wikidata.org/wiki/Q95570755,zaragoza,aragon,presa fabrica gravedad (hormigon compactado),629.149999999999,94.4,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2824,Condado de Val Verde
560,cantabrico occidental,tanes,38,0,43.220949729,-5.42776056999998,cantabrico occidental,rio nalon,,,,asturias,principado asturias,presa fabrica gravedad (hormigon vibrado),495.0,95.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=149,Tanes
562,guadalquivir,aguascebas,6,0,38.0435042350001,-2.95222543699992,guadalquivir,arroyo aguascebas chico,,,,jaen,andalucia,presa fabrica gravedad (hormigon vibrado),956.299999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1549,Aguascebas
564,guadalquivir,guadalen,168,0,38.1615276140001,-3.47795410699996,guadalquivir,rio  guadalen,https://www.google.com/search?kgmid=/g/11x9znn9f,,https://www.wikidata.org/wiki/Q94377393,jaen,andalucia,presa fabrica gravedad (hormigon vibrado),719.549999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1584,Guadalén
569,cuenca mediterranea andaluza,guadalteba,312,0,36.9401923770001,-4.80047539999993,cuencas mediterraneas andaluzas,rio guadalhorce,https://www.google.com/search?kgmid=/g/12215pz1,,https://www.wikidata.org/wiki/Q5830621,malaga,andalucia,presa materiales sueltos pantalla hormigon,250.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1979,Guadalhorce-Guadalteba
570,cuenca mediterranea andaluza,cuevas almanzora,168,0,37.3275930070001,-1.89673564999993,cuencas mediterraneas andaluzas,rio almanzora,,,,almeria,andalucia,presa materiales sueltos pantalla hormigon,474.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1915,Cuevas del Almanzora
571,guadalete barbate,celemin,45,0,36.299322019,-5.77443215499994,guadalete y barbate,rio celemin,,,https://www.wikidata.org/wiki/Q5369436,cadiz,andalucia,presa materiales sueltos homogenea,107.2,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1357,Celemín
576,guadiana,gargaligas,21,0,39.1890571110001,-5.35996145499996,guadiana,rio gargaligas,,,,badajoz,extremadura,presa materiales sueltos homogenea,360.649999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=988,Gargáligas
577,guadiana,molinos matachel,34,0,38.5329287000001,-6.12167919199993,guadiana,rio matachel,,,,badajoz,extremadura,presa materiales sueltos zonificada o nucleo,503.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1007,los Molinos del Matachel
579,mino   sil,peares,182,1,42.4651371640001,-7.72374446699996,mino sil,rio mino,https://www.google.com/search?kgmid=/g/155svy9k,,https://www.wikidata.org/wiki/Q11986800,lugo,galicia,presa fabrica gravedad (hormigon vibrado),196.5,94.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=63,Peares-Pombeiro
580,mino   sil,san pedro,6,1,42.4527079760001,-7.71396403899996,mino sil,rio sil,https://www.google.com/search?kgmid=/g/11p4cqtf9c,,https://www.wikidata.org/wiki/Q105729417,lugo,galicia,presa fabrica gravedad (hormigon vibrado),196.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=119,San Pedro
584,duero,villalcampo,66,1,41.4911858350001,-6.08484394399994,duero,rio duero,,,https://www.wikidata.org/wiki/Q110295767,zamora,castilla y leon,presa fabrica gravedad (hormigon vibrado),805.799999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=483,Villalcampo
586,tajo,gabriel y galan,924,0,40.2212708710001,-6.13324221599993,tajo,rio alagon,https://www.google.com/search?kgmid=/g/1225qnqj,https://www.openstreetmap.org/relation/3828300,https://www.wikidata.org/wiki/Q3379742,caceres,extremadura,presa fabrica gravedad (hormigon vibrado),312.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=607,Gabriel y Galán
588,tajo,jarosa,7,0,40.6649699230001,-4.11756322999997,tajo,arroyo jarosa,,,https://www.wikidata.org/wiki/Q1329216,madrid,comunidad madrid,presa fabrica gravedad (hormigon vibrado),1088.0,54.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=795,La Jarosa
589,tajo,pardo,45,0,40.5387773260001,-3.78893109799998,tajo,rio manzanares,https://www.google.com/search?kgmid=/g/121rjkdh,,https://www.wikidata.org/wiki/Q5830456,madrid,comunidad madrid,presa materiales sueltos homogenea,632.0,35.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=789,El Pardo
590,tajo,puentes viejas,53,0,40.9931510110001,-3.57146299099998,tajo,rio lozoya,https://www.google.com/search?kgmid=/g/1217c8ps,,https://www.wikidata.org/wiki/Q8775374,madrid,comunidad madrid,presa fabrica gravedad (hormigon vibrado),955.22,66.2199999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=808,Puentes Viejas
591,tajo,torrejon (tajo   tietar),188,1,-5.925058029573112,39.88342045,jucar,riu amadorio,,,,caceres,extremadura,,320.649999999999,,,Torrejon (tajo Tietar)
593,segura,algeciras  rambla,45,0,37.887515039,-1.38566705299996,segura,rambla algeciras,,,,murcia,region murcia,presa materiales sueltos homogenea,138.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2071,Rambla de Algeciras
596,jucar,arquillo san blas,22,0,40.3639950640001,-1.20489484199993,jucar,rio turia o guadalaviar,https://www.google.com/search?kgmid=/g/1211pdb5,https://www.openstreetmap.org/relation/7897124,https://www.wikidata.org/wiki/Q11681446,teruel,aragon,presa fabrica gravedad (hormigon vibrado),978.96,54.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2295,Arquillo de San Blas
598,jucar,escalona,99,0,39.1285075870001,-0.698314119999964,jucar,rio cazunta,https://www.google.com/search?kgmid=/g/121zv9ty,,https://www.wikidata.org/wiki/Q8775334,valencia,comunitat valenciana,presa fabrica arco gravedad,190.0,78.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2323,Escalona
600,ebro,alloz,84,0,42.70627432,-1.94249903099995,ebro,rio salado,,,,navarra,comunidad foral navarra,presa fabrica boveda,469.689999999999,66.7999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2722,Alloz
601,ebro,caspe,82,0,41.2470170710001,-0.057856813999933,ebro,antiguo cauce rio guadalope,https://www.google.com/search?kgmid=/g/11ycydz0t,,https://www.wikidata.org/wiki/Q61861349,zaragoza,aragon,presa fabrica gravedad (hormigon vibrado),124.5,37.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2832,Caspe
602,ebro,canon santolea,82,0,-0.353888503773526,40.74224755,jucar,riu amadorio,,,,teruel,aragon,,320.649999999999,,,cañón de Santolea
604,ebro,parras (las),5,0,-0.921203155389742,40.81872275,jucar,riu amadorio,,,,teruel,aragon,,320.649999999999,,,Las Parras
605,ebro,urrunaga,72,1,42.957875626,-2.65412456499996,ebro,santa engracia itsasadar,https://www.google.com/search?kgmid=/g/11cn8xwy6q,https://www.openstreetmap.org/relation/27568787,https://www.wikidata.org/wiki/Q20894837,alava,pais vasco,presa fabrica contrafuertes,548.0,31.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2379,Urrúnaga
606,cuencas internas cataluna,llosa cavall,80,0,42.099721345,1.58281131400003,cuencas internas cataluna,riu cardener,,,,lleida,cataluna,presa fabrica boveda,810.299999999999,122.299999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2912,Llosa de Cavall
610,ebro,sistema escarra,5,1,-0.3527406056128417,42.7452319,jucar,riu amadorio,,,,huesca,aragon,,320.649999999999,,,Sistema Escarra
611,ebro,torcas,7,0,41.294686266,-1.08744698599997,ebro,rio huerva,,,https://www.wikidata.org/wiki/Q23991169,zaragoza,aragon,presa fabrica gravedad (hormigon vibrado),624.799999999999,39.45,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2845,las Torcas
612,cantabrico occidental,doiras,119,1,43.385947786,-6.82525303699992,cantabrico occidental,rio navia,,,,asturias,principado asturias,presa fabrica arco gravedad,961.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=161,Doiras
615,guadalquivir,agrio,40,0,37.5322020510001,-6.28346466799997,guadalquivir,rio  crispinejo o agrio,,,,sevilla,andalucia,presa materiales sueltos pantalla asfaltica,143.8,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1765,Agrio
618,guadalquivir,iznajar,981,0,37.276152972,-4.38687256899993,guadalquivir,rio  genil,,,https://www.wikidata.org/wiki/Q5369447,cordoba,andalucia,presa fabrica gravedad (hormigon vibrado),426.0,121.599999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1450,Iznájar
623,guadalete barbate,arcos,14,0,36.7513393790001,-5.79558309999993,guadalete y barbate,rio guadalete,,,https://www.wikidata.org/wiki/Q17279790,cadiz,andalucia,presa fabrica gravedad (hormigon vibrado),108.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1356,Arcos
624,guadalete barbate,bornos,204,0,36.7905754980001,-5.76131138199997,guadalete y barbate,rio guadalete,,,https://www.wikidata.org/wiki/Q5369434,cadiz,andalucia,presa fabrica gravedad (hormigon vibrado),108.5,59.1,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1385,Bornos
626,guadiana,horno tejero,24,0,39.1524666400001,-6.43288892199996,guadiana,rivera lacara,,,,badajoz,extremadura,presa materiales sueltos zonificada o nucleo,360.649999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=996,Horno Tejero
627,guadiana,gasset,42,0,39.1285987630001,-3.93764624399995,guadiana,rio becea,,,,ciudad real,castilla   mancha,presa materiales sueltos zonificada o nucleo,689.879999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1127,Gasset
628,guadiana,orellana,824,0,38.986024098,-5.53804342499996,guadiana,rio guadiana,https://www.google.com/search?kgmid=/g/121k355r,,https://www.wikidata.org/wiki/Q11681443,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),503.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1020,Orellana
630,guadiana,torre abraham,183,0,39.368362071,-4.25458640099993,guadiana,rio bullaque,https://www.google.com/search?kgmid=/g/12tb837zb,,https://www.wikidata.org/wiki/Q16561613,ciudad real,castilla   mancha,presa fabrica gravedad (hormigon vibrado),607.6,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1102,Torre de Abraham
631,mino   sil,matalavilla,65,1,42.8344463670001,-6.45355737699998,mino sil,arroyo valseco,,,,leon,castilla y leon,presa fabrica boveda,961.0,115.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=56,Matalavilla
632,mino   sil,prada,122,1,42.310674749,-7.04066238099995,mino sil,rio xares,,,,orense,galicia,presa fabrica contrafuertes,847.0,85.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=123,Prada
638,duero,riano,664,0,42.933746397,-5.08475288599993,duero,rio esla,https://www.google.com/search?kgmid=/g/121g0xnw,https://www.openstreetmap.org/relation/254780,https://www.wikidata.org/wiki/Q8775382,leon,castilla y leon,presa fabrica boveda,495.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=288,Riaño
639,duero,villagonzalo,6,0,40.8732344370001,-5.49557555299998,duero,rio tormes,https://www.google.com/search?kgmid=/g/122wtfys,,https://www.wikidata.org/wiki/Q5678462,salamanca,castilla y leon,presa fabrica gravedad (hormigon vibrado),805.799999999999,14.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=393,Villagonzalo
640,duero,valparaiso,169,1,41.9931549560001,-6.27147818599997,duero,rio tera,,,,zamora,castilla y leon,presa fabrica gravedad (hormigon vibrado),397.42,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=477,Valparaíso
641,tajo,alcorlo,180,0,41.008581625,-3.02478278699994,tajo,rio bornoba,https://www.google.com/search?kgmid=/g/1230_4n6,,https://www.wikidata.org/wiki/Q5830397,guadalajara,castilla   mancha,presa materiales sueltos zonificada o nucleo,906.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=768,Alcorlo
644,tajo,navalcan,34,0,40.0482099480001,-5.14236058399996,tajo,rio guadyerbas,,,,toledo,castilla   mancha,presa fabrica gravedad (hormigon vibrado),308.8,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=864,Navalcan
645,tajo,tajera,70,0,40.839152359,-2.61773660099993,tajo,rio tajuna,https://www.google.com/search?kgmid=/g/120j8g1j,https://www.openstreetmap.org/relation/8530695,https://www.wikidata.org/wiki/Q5830511,guadalajara,castilla   mancha,presa fabrica boveda,905.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=766,Tajera
646,jucar,alarcon,1118,0,39.5643548690001,-2.11225016699996,jucar,rio jucar,https://www.google.com/search?kgmid=/g/120z_bn_,,https://www.wikidata.org/wiki/Q3206248,cuenca,castilla   mancha,presa fabrica gravedad (hormigon vibrado),814.0,67.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2281,Alarcón
649,ebro,alcaniz (estanca),7,0,-1.770060552265156,42.1225803,jucar,riu amadorio,,,,teruel,aragon,,320.649999999999,,,Alcañiz
650,ebro,maidevera,21,0,41.5747146200001,-1.76034515199996,ebro,rio aranda,,,https://www.wikidata.org/wiki/Q94988427,zaragoza,aragon,presa materiales sueltos zonificada o nucleo,803.5,53.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2837,Maidevera
653,cuencas internas cataluna,susqueda,233,0,41.979226356,2.52687350900004,cuencas internas cataluna,riu ter,,,https://www.wikidata.org/wiki/Q7131953,girona,cataluna,presa fabrica boveda,357.0,135.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2908,Susqueda
654,galicia costa,barrie maza,31,1,42.8649691900001,-8.79707815799998,galicia costa,rio tambre,,,,la coruna,galicia,presa fabrica gravedad (hormigon vibrado),249.0,48.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3102,Barrié de la Maza
656,galicia costa,eiras,22,0,-1.112043285576722,42.60612545,jucar,riu amadorio,,,,pontevedra,galicia,,320.649999999999,,,Eiras
657,ebro,tremp o talarn,227,1,0.949327,42.20467,jucar,riu amadorio,,,,lleida,cataluna,,320.649999999999,,,Tremp a Tendrui
658,guadalquivir,colomera,42,0,37.3996522370001,-3.72326104199993,guadalquivir,rio  colomera,,,https://www.wikidata.org/wiki/Q12164809,granada,andalucia,presa materiales sueltos zonificada o nucleo,369.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1513,Colomera
659,guadalquivir,gergal,36,0,37.5672733050001,-6.04905378099994,guadalquivir,rivera huelva,,,,sevilla,andalucia,presa fabrica arco gravedad,143.8,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1678,Gergal
660,guadalquivir,minilla,60,0,37.664790501,-6.18562063899998,guadalquivir,rivera huelva,,,,sevilla,andalucia,presa fabrica gravedad (hormigon vibrado),143.8,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1728,Minilla
665,guadalquivir,yeguas,229,0,38.067110868,-4.25109803499993,guadalquivir,rio yeguas,,,https://www.wikidata.org/wiki/Q5369460,cordoba,andalucia,presa materiales sueltos zonificada o nucleo,215.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1465,Las Yeguas
669,guadiana,cornalbo,11,0,-1.112043285576722,42.60612545,jucar,riu amadorio,,,,badajoz,extremadura,,320.649999999999,,,Cornalbo/Cornalvo
670,guadiana,cijara,1505,0,39.373622884,-5.01612487499995,guadiana,rio guadiana,,,https://www.wikidata.org/wiki/Q23986950,caceres,extremadura,presa fabrica gravedad (hormigon vibrado),412.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1065,Cíjara
672,guadiana,colada,58,0,-5.005877529954812,38.509412600000005,jucar,riu amadorio,,,,cordoba,andalucia,,320.649999999999,,,Colada
673,guadiana,nogales,18,0,38.563891508,-6.73651674799993,guadiana,rivera do nogales,https://www.google.com/search?kgmid=/g/12dpx021_,,https://www.wikidata.org/wiki/Q16561606,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),360.649999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=993,Nogales
674,guadiana,proserpina,5,0,-6.367615268654969,38.9700287,jucar,riu amadorio,,,,badajoz,extremadura,,320.649999999999,,,Proserpina
676,mino   sil,san sebastian,46,1,42.1443419570001,-6.94769548399995,mino sil,rio bibei,,,,orense,galicia,presa fabrica contrafuertes,847.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=206,San Sebastián
677,duero,juan benet,318,0,42.9289238740001,-5.29306586099995,duero,rio porma,https://www.google.com/search?kgmid=/g/12233bph,https://www.openstreetmap.org/relation/2698318,https://www.wikidata.org/wiki/Q8775421,leon,castilla y leon,presa fabrica gravedad (hormigon vibrado),495.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=291,Juan Benet
678,duero,saucelle,181,1,41.047128807,-6.80401964899994,duero,rio duero,,,https://www.wikidata.org/wiki/Q43560800,salamanca,castilla y leon,presa fabrica gravedad (hormigon vibrado),662.12,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=367,Saucelle
679,duero,santa teresa,496,0,40.666865961,-5.60128066699997,duero,rio tormes,https://www.google.com/search?kgmid=/g/120z6y1r,https://www.openstreetmap.org/relation/4473782,https://www.wikidata.org/wiki/Q5830568,salamanca,castilla y leon,presa fabrica gravedad (hormigon vibrado),887.2,60.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=370,Santa Teresa
680,tajo,almoguera,7,1,40.2743056580001,-2.95882007899996,tajo,rio tajo,https://www.google.com/search?kgmid=/g/12283wdk,,https://www.wikidata.org/wiki/Q5672943,guadalajara,castilla   mancha,presa fabrica gravedad (hormigon vibrado),905.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=737,Almoguera
