code,name,reservoir,longitude,latitude,basin,riverbed,google,openstreetmap,wikidata,province,autonomous_community,type,crest_elevation,dam_height,report
9500023,caspe ii,caspe ii,41.1358789010001,0.000636272000065,ebro,rio guadalope,,,,zaragoza,aragon,presa materiales sueltos zonificada o nucleo,234.0,56.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2835
3450011,rosarito,rosarito reservoir,40.110346936,-5.32378188799993,tajo,rio tietar,https://www.google.com/search?kgmid=/g/1hl3g_mwq,,https://www.wikidata.org/wiki/Q10929672,avila,castilla y leon,presa fabrica gravedad (hormigon vibrado),308.8,37.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=867
3450012,rosarito,rosarito reservoir,40.083403864,-5.30254088699996,tajo,arroyo mojon,https://www.google.com/search?kgmid=/g/1hl3g_mwq,,https://www.wikidata.org/wiki/Q10929672,toledo,castilla   mancha,presa materiales sueltos homogenea,308.8,4.07,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=868
3450030,azutan,azutan reservoir,39.7779346240001,-5.08911715899995,tajo,rio tajo,,,https://www.wikidata.org/wiki/Q81418400,toledo,castilla   mancha,presa fabrica contrafuertes,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=885
6290035,conde guadalhorce,conde guadalhorce,36.9333016160001,-4.80374890499996,cuencas mediterraneas andaluzas,rio turon,,,,malaga,andalucia,presa fabrica mamposteria,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1988
9500008,tranquera,reservoir of tranquera,41.262569371,-1.79716175699997,ebro,rio piedra,https://www.google.com/search?kgmid=/g/122v8m7x,,https://www.wikidata.org/wiki/Q5830513,zaragoza,aragon,presa fabrica gravedad (hormigon vibrado),687.5,80.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2821
9250050,oliana,oliana reservoir,42.092702178,1.29406967700004,ebro,riu segre,https://www.google.com/search?kgmid=/g/1215jgc5,,https://www.wikidata.org/wiki/Q18005390,lleida,cataluna,presa fabrica gravedad (hormigon vibrado),520.039999999999,102.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2594
9220017,barasona,barasona reservoir,42.124230776,0.311147826000024,ebro,rio esera,https://www.google.com/search?kgmid=/g/11cn63j7jr,,https://www.wikidata.org/wiki/Q24003136,huesca,aragon,presa fabrica gravedad (hormigon vibrado),448.99,65.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2434
1320033,salas,salas,41.9246563240001,-7.94313212699996,mino sil,rio salas,,,,ourense,galicia,presa fabrica contrafuertes,835.5,50.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=118
6110005,guadarranque,guadarranque reservoir,36.3087665890001,-5.46145982799993,cuencas mediterraneas andaluzas,rio guadarranque,,,https://www.wikidata.org/wiki/Q5369445,cadiz,andalucia,presa materiales sueltos zonificada o nucleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1942
3100091,borbollon,borbollon,40.1253008750001,-6.57693620899994,tajo,rio arrago,,,,caceres,extremadura,presa fabrica gravedad (hormigon vibrado),315.05,35.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=625
3100196,borbollon,borbollon,40.132771828,-6.58570755499994,tajo,arroyo campanillo,,,,caceres,extremadura,presa fabrica gravedad (hormigon vibrado),315.05,6.3,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=726
1320039,albarellos,albarellos,42.3997502070001,-8.19041297799993,mino sil,rio avia,,,,ourense,galicia,presa fabrica boveda,267.0,90.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=124
3280002,manzanares real,manzanares real,40.7068520460001,-3.81876584399993,tajo,rio manzanares,,,,madrid,comunidad madrid,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=781
2340012,compuerto,reservoir of compuerto,42.860854868,-4.82693537899996,duero,rio carrion,https://www.google.com/search?kgmid=/g/122z2cqz,,https://www.wikidata.org/wiki/Q8775311,palencia,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=349
8460030,escalona,escalona reservoir,39.1285075870001,-0.698314119999964,jucar,rio cazunta,https://www.google.com/search?kgmid=/g/121zv9ty,,https://www.wikidata.org/wiki/Q8775334,valència valencia,comunitat valenciana,presa fabrica arco gravedad,190.0,78.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2323
5180023,bermejales,bermejales reservoir,36.996064807,-3.89363361899996,guadalquivir,rio  cacin,,,https://www.wikidata.org/wiki/Q579709,granada,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1526
10080010,baells,baells,42.121967372,1.87834263000002,cuencas internas cataluna,llobregat,,,,barcelona,cataluna,presa fabrica boveda,632.35,102.349999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2891
3100100,jerte,jerte,40.060599917,-6.04259896399998,tajo,rio jerte,,,,caceres,extremadura,presa materiales sueltos zonificada o nucleo,372.5,42.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=634
2050016,castro cogotas,castro cogotas,40.7245279160001,-4.69718935299994,duero,rio adaja,,,,avila,castilla y leon,presa fabrica boveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=223
5410045,cala,cala,37.7222268940001,-6.08896625199998,guadalquivir,rivera cala,,,,sevilla,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1688
4210092,piedras,piedras,37.366812629,-7.26645658799993,tinto  odiel y piedras,rio piedras,,,,huelva,andalucia,presa materiales sueltos pantalla hormigon,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1296
1320004,castrelo mino,castrelo mino,42.2925003490001,-8.11641027099995,mino sil,rio mino,,,,ourense,galicia,presa fabrica gravedad (hormigon vibrado),90.0,30.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=89
10170001,darnius boadella,pantà boadella,42.33781463,2.82696870100006,cuencas internas cataluna,còrrec,,,https://www.wikidata.org/wiki/Q7131952,girona,cataluna,presa fabrica gravedad (hormigon vibrado),160.0,8.3,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2897
10170003,darnius boadella,pantà boadella,42.342383017,2.83461652500006,cuencas internas cataluna,muga,,,https://www.wikidata.org/wiki/Q7131952,girona,cataluna,presa fabrica gravedad (hormigon vibrado),160.0,4.72,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2899
1320025,chandreja,chandrexa reservoir,42.26297501,-7.38654057899993,mino sil,rio navea,,,https://www.wikidata.org/wiki/Q101897658,ourense,galicia,presa fabrica contrafuertes,911.5,85.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=110
5140048,retortillo,embalse retortillo,37.8413896820001,-5.34934339699993,guadalquivir,rio  retortillo,,,https://www.wikidata.org/wiki/Q5369454,sevilla,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1469
6290031,concepcion,concepcion,36.535398366,-4.96075456799997,cuencas mediterraneas andaluzas,rio verde,,,,malaga,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1984
9220016,bubal,bubal reservoir,42.68098159,-0.315761256999963,ebro,rio gallego,https://www.google.com/search?kgmid=/g/11bc5qdzzb,,https://www.wikidata.org/wiki/Q3377802,huesca,aragon,presa fabrica arco gravedad,1088.0,90.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2433
5410139,torre aguila,torre aguila,37.042369367,-5.75897830099996,guadalquivir,arroyo  salado moron,,,,sevilla,andalucia,presa materiales sueltos zonificada o nucleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1781
1240023,matalavilla,matalavilla,42.8344463670001,-6.45355737699998,mino sil,arroyo valseco,,,,leon,castilla y leon,presa fabrica boveda,961.0,115.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=56
9310010,alloz,alloz,42.70627432,-1.94249903099995,ebro,rio salado,,,,navarra,comunidad foral navarra,presa fabrica boveda,469.689999999999,66.7999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2722
2490016,villalcampo,villalcampo reservoir,41.4911858350001,-6.08484394399994,duero,rio duero,,,https://www.wikidata.org/wiki/Q110295767,zamora,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=483
2340005,requejada,requejada reservoir,42.9062072310001,-4.52945603999996,duero,rio pisuerga,https://www.google.com/search?kgmid=/g/122vx4f3,,https://www.wikidata.org/wiki/Q8775378,palencia,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=342
9260022,mansilla,embalse mansilla,42.158172941,-2.91170796899996,ebro,rio najerilla,https://www.google.com/search?kgmid=/g/120qkkhs,,https://www.wikidata.org/wiki/Q8775359,rioja,rioja,presa fabrica gravedad (hormigon vibrado),932.0,80.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2682
3190031,tajera,reservoir tajera,40.839152359,-2.61773660099993,tajo,rio tajuna,https://www.google.com/search?kgmid=/g/120j8g1j,https://www.openstreetmap.org/relation/8530695,https://www.wikidata.org/wiki/Q5830511,guadalajara,castilla   mancha,presa fabrica boveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=766
8460031,bellus,embassament bellus,38.939709044,-0.477464632999954,jucar,rio albaida,https://www.google.com/search?kgmid=/g/121rjw4w,,https://www.wikidata.org/wiki/Q5670515,valència valencia,comunitat valenciana,presa fabrica gravedad (hormigon vibrado),159.0,43.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2324
2340006,camporredondo,camporredondo,42.8991049300001,-4.73748905099995,duero,rio carrion,,,,palencia,castilla y leon,presa fabrica mamposteria,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=343
5180017,canales,embalse canales,37.1604689060001,-3.48047606499995,guadalquivir,rio  genil,,,https://www.wikidata.org/wiki/Q1032728,granada,andalucia,presa materiales sueltos zonificada o nucleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1520
3450022,finisterre,finisterre,39.649443492,-3.65015487999995,tajo,rio algodor,,,,toledo,castilla   mancha,presa materiales sueltos homogenea,689.879999999999,46.8999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=878
5410036,huesna,huesna,37.769635302,-5.68521394399994,guadalquivir,rivera huesna,,,,sevilla,andalucia,presa materiales sueltos pantalla asfaltica,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1679
5110015,hurones,embalse hurones,36.6613705560001,-5.56192533699993,guadalete y barbate,rio majaceite,,,https://www.wikidata.org/wiki/Q3374719,cadiz,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1340
8120012,arenos,arenos reservoir,40.086011408,-0.548482762999924,jucar,riu mijares,,,https://www.wikidata.org/wiki/Q3376336,castello castellon,comunitat valenciana,presa materiales sueltos zonificada o nucleo,603.0,107.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2267
8120018,arenos,arenos reservoir,40.093351801,-0.54459490399995,jucar,barranc jau,,,https://www.wikidata.org/wiki/Q3376336,castello castellon,comunitat valenciana,presa materiales sueltos pantalla material sintetico,603.0,18.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2273
3280030,san juan,san juan reservoir,40.373071902,-4.31198048099998,tajo,rio alberche,,,https://www.wikidata.org/wiki/Q5830564,madrid,comunidad madrid,presa fabrica gravedad (hormigon vibrado),583.0,78.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=807
3280027,san juan,san juan reservoir,40.3694450950001,-4.31798776699998,tajo,arroyo molino presa,,,https://www.wikidata.org/wiki/Q5830564,madrid,comunidad madrid,presa fabrica contrafuertes,582.0,19.3999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=805
5140002,vadomojon,vadomojon,37.6389097580001,-4.22658613199997,guadalquivir,rio  guadajoz,,,,jaen,andalucia,presa materiales sueltos zonificada o nucleo,369.0,75.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1424
5140042,arenoso,arenos reservoir,38.0210076590001,-4.44123809399997,guadalquivir,rio  arenoso,,,https://www.wikidata.org/wiki/Q3376336,cordoba,andalucia,presa materiales sueltos zonificada o nucleo,215.0,77.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1463
1240008,villaseca,villaseca,42.9499617270001,-6.23165102999997,mino sil,rio sil,,,,leon,castilla y leon,presa fabrica boveda,1149.75999999999,40.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=41
5230049,guadalen,guadalen reservoir,38.1615276140001,-3.47795410699996,guadalquivir,rio  guadalen,https://www.google.com/search?kgmid=/g/11x9znn9f,,https://www.wikidata.org/wiki/Q94377393,jaen,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1584
6040024,cuevas almanzora,cuevas almanzora,37.3275930070001,-1.89673564999993,cuencas mediterraneas andaluzas,rio almanzora,,,,almeria,andalucia,presa materiales sueltos pantalla hormigon,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1915
6290013,vinuela,reservoir vinuela,36.8603996900001,-4.16443532799997,cuencas mediterraneas andaluzas,rio guaro,https://www.google.com/search?kgmid=/g/120jr2sh,,https://www.wikidata.org/wiki/Q5830515,malaga,andalucia,presa materiales sueltos pantalla hormigon,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1966
3190033,alcorlo,alcorlo reservoir,41.008581625,-3.02478278699994,tajo,rio bornoba,https://www.google.com/search?kgmid=/g/1230_4n6,,https://www.wikidata.org/wiki/Q5830397,guadalajara,castilla   mancha,presa materiales sueltos zonificada o nucleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=768
2370007,saucelle,saucelle reservoir,41.047128807,-6.80401964899994,duero,rio duero,,,https://www.wikidata.org/wiki/Q43560800,salamanca,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=367
1270003,peares,os peares reservoir,42.4651371640001,-7.72374446699996,mino sil,rio mino,https://www.google.com/search?kgmid=/g/155svy9k,,https://www.wikidata.org/wiki/Q11986800,lugo,galicia,presa fabrica gravedad (hormigon vibrado),196.5,94.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=63
4130014,torre abraham,torre abraham reservoir,39.368362071,-4.25458640099993,guadiana,rio bullaque,https://www.google.com/search?kgmid=/g/12tb837zb,,https://www.wikidata.org/wiki/Q16561613,ciudad real,castilla   mancha,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1102
9220034,sotonera,reservoir of sotonera,42.102575195,-0.676812114999962,ebro,arroyo aston vacas,https://www.google.com/search?kgmid=/g/11h5_w0rnw,https://www.openstreetmap.org/relation/5895940,https://www.wikidata.org/wiki/Q12221153,huesca,aragon,presa materiales sueltos homogenea,420.0,34.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2451
9220033,sotonera,reservoir of sotonera,42.101811684,-0.689392543999929,ebro,arroyo aston alberca,https://www.google.com/search?kgmid=/g/11h5_w0rnw,https://www.openstreetmap.org/relation/5895940,https://www.wikidata.org/wiki/Q12221153,huesca,aragon,presa materiales sueltos homogenea,420.0,26.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2450
9220035,sotonera,reservoir of sotonera,42.109536227,-0.66526158399995,ebro,rio soton,https://www.google.com/search?kgmid=/g/11h5_w0rnw,https://www.openstreetmap.org/relation/5895940,https://www.wikidata.org/wiki/Q12221153,huesca,aragon,presa materiales sueltos homogenea,420.0,31.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2452
3050010,burguillo,burguillo reservoir,40.424680815,-4.53392339099997,tajo,rio alberche,,https://www.openstreetmap.org/relation/3836574,https://www.wikidata.org/wiki/Q5830442,avila,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=504
5110061,bornos,bornos reservoir,36.7905754980001,-5.76131138199997,guadalete y barbate,rio guadalete,,,https://www.wikidata.org/wiki/Q5369434,cadiz,andalucia,presa fabrica gravedad (hormigon vibrado),108.5,59.1,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1385
7020002,fuensanta,fuensanta reservoir,38.3912491360001,-2.20834281199996,segura,rio segura,,,https://www.wikidata.org/wiki/Q104635833,albacete,castilla   mancha,presa fabrica gravedad (hormigon vibrado),601.399999999999,82.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2004
9430003,ribarroja,ribarroja dam,41.2436146920001,0.432598110000072,ebro,rio ebro,https://www.google.com/search?kgmid=/g/121qmn_d,,https://www.wikidata.org/wiki/Q2050030,tarragona,cataluna,presa fabrica gravedad (hormigon vibrado),76.0,60.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2769
5410106,pintado,pintado,37.9842195160001,-5.95427318399993,guadalquivir,rio  viar,,,,sevilla,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1749
5110010,zahara,zahara gastor reservoir,36.855621898,-5.38972319099997,guadalete y barbate,rio guadalete,,,https://www.wikidata.org/wiki/Q5830591,cadiz,andalucia,presa materiales sueltos zonificada o nucleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1336
9250054,talarn,talarn,42.179589596,0.913197954000054,ebro,noguera pallaresa,,,,lleida,cataluna,presa fabrica gravedad (hormigon vibrado),502.05,86.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2598
5140044,yeguas,embalse yeguas,38.067110868,-4.25109803499993,guadalquivir,rio yeguas,,,https://www.wikidata.org/wiki/Q5369460,cordoba,andalucia,presa materiales sueltos zonificada o nucleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1465
5110008,barbate,embalse barbate,36.37044293,-5.74144173299993,guadalete y barbate,rio barbate,https://www.google.com/search?kgmid=/g/11fx7tz183,,https://www.wikidata.org/wiki/Q5369432,cadiz,andalucia,presa materiales sueltos homogenea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1334
5110012,barbate,embalse barbate,36.3594386510001,-5.73595225699995,guadalete y barbate,rio barbate,https://www.google.com/search?kgmid=/g/11fx7tz183,,https://www.wikidata.org/wiki/Q5369432,cadiz,andalucia,presa materiales sueltos homogenea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1338
5110026,barbate,embalse barbate,36.361376706,-5.73829324399998,guadalete y barbate,rio barbate,https://www.google.com/search?kgmid=/g/11fx7tz183,,https://www.wikidata.org/wiki/Q5369432,cadiz,andalucia,presa materiales sueltos homogenea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1351
4100007,sierra brava,sierra brava,39.1932626620001,-5.64510043299993,guadiana,arroyo pizarroso,,,,caceres,extremadura,presa fabrica gravedad (hormigon compactado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1057
5140038,guadalmellato,embalse guadalmellato,38.0420292630001,-4.67345434199996,guadalquivir,rio  guadalmellato,,,https://www.wikidata.org/wiki/Q5369443,cordoba,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1460
9010013,ullivarri,ullivarri,42.9292733350001,-2.61677326299997,ebro,zadorra ibaia,,,,araba alava,pais vasco,presa fabrica contrafuertes,548.0,37.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2375
10080007,sau,pantà sau,41.967837526,2.41280096100007,cuencas internas cataluna,riu ter,,,https://www.wikidata.org/wiki/Q1140094,barcelona,cataluna,presa fabrica arco gravedad,426.5,83.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2888
9220064,escales,escales reservoir,42.326356092,0.744016995000038,ebro,rio noguera ribagorcana,https://www.google.com/search?kgmid=/g/121bwl92,,https://www.wikidata.org/wiki/Q2843621,huesca,aragon,presa fabrica gravedad (hormigon vibrado),823.5,125.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2479
6290026,guadalteba,guadalhorce guadalteba reservoirs,36.9401923770001,-4.80047539999993,cuencas mediterraneas andaluzas,rio guadalhorce,https://www.google.com/search?kgmid=/g/12215pz1,,https://www.wikidata.org/wiki/Q5830621,malaga,andalucia,presa materiales sueltos pantalla hormigon,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1979
2490010,valparaiso,valparaiso,41.9931549560001,-6.27147818599997,duero,rio tera,,,,zamora,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=477
9250005,camarasa,camarasa,41.9079463640001,0.88683086900005,ebro,noguera pallaresa,,,,lleida,cataluna,presa fabrica gravedad (hormigon vibrado),337.17,103.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2555
