code,name,reservoir,longitude,latitude,basin,riverbed,google,openstreetmap,wikidata,province,autonomous_community,type,crest_elevation,dam_height,report
9250031,sallente,sallente,42.5003709690001,0.991459934000034,ebro,barranc lora,,,,lleida,cataluna,presa materiales sueltos pantalla asfaltica,1770.0,89.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2580
3450047,cazalegas,cazalegas dam,40.01298709,-4.70624804799996,tajo,rio alberche,https://www.google.com/search?kgmid=/g/11dfr4j268,,https://www.wikidata.org/wiki/Q30278314,toledo,castilla   mancha,presa materiales sueltos pantalla hormigon,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=902
9250014,lago negro,lago negro,42.5422861970001,1.04058219400002,ebro,,,,,lleida,cataluna,presa materiales sueltos zonificada o nucleo,2340.0,11.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2564
9500034,torcas,trocas reservoir,41.294686266,-1.08744698599997,ebro,rio huerva,,,https://www.wikidata.org/wiki/Q23991169,zaragoza,aragon,presa fabrica gravedad (hormigon vibrado),624.799999999999,39.45,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2845
3190006,bujeda,bujeda,40.244500658,-2.83518801499997,tajo,sin nombre,,,,guadalajara,castilla   mancha,presa materiales sueltos homogenea,905.5,39.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=742
3450026,torcon,torcon,39.6252768730001,-4.38550029999993,tajo,arroyo torcon,,,,toledo,castilla   mancha,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=882
4130055,puerto vallehermoso,puerto vallehermoso,38.8679274180001,-3.16849076499994,guadiana,rio azuer,,,,ciudad real,castilla   mancha,presa materiales sueltos homogenea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1143
4060047,brovales,brovales,38.345277652,-6.69588046499996,guadiana,arroyo brovales,,,,badajoz,extremadura,presa fabrica contrafuertes,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=974
3190001,almoguera,faltos,40.2743056580001,-2.95882007899996,tajo,rio tajo,https://www.google.com/search?kgmid=/g/12283wdk,,https://www.wikidata.org/wiki/Q5672943,guadalajara,castilla   mancha,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=737
9220010,bachimana alto,bachimana alto reservoir,42.782028102,-0.223491101999969,ebro,rio caldares,,,https://www.wikidata.org/wiki/Q95674644,huesca,aragon,presa fabrica mamposteria,2207.09999999999,38.1,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2427
3280017,jarosa,jarosa reservoir,40.6649699230001,-4.11756322999997,tajo,arroyo jarosa,,,https://www.wikidata.org/wiki/Q1329216,madrid,comunidad madrid,presa fabrica gravedad (hormigon vibrado),1088.0,54.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=795
3280013,jarosa,jarosa reservoir,40.6707061490001,-4.11778914799993,tajo,arroyo fuente corneja,,,https://www.wikidata.org/wiki/Q1329216,madrid,comunidad madrid,presa fabrica gravedad (hormigon vibrado),1088.09999999999,14.1,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=792
9500038,malvecino,malvecino,42.198660902,-1.39084274799995,ebro,barranco onzanova,,,,zaragoza,aragon,presa materiales sueltos zonificada o nucleo,404.0,26.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2849
2400016,ponton alto,ponton alto reservoir,40.9150074830001,-4.03624107199994,duero,rio eresma,https://www.google.com/search?kgmid=/g/120wrl3k,,https://www.wikidata.org/wiki/Q5830615,segovia,castilla y leon,presa fabrica boveda,1104.5,48.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=421
3450045,castro,castro,39.8064449990001,-3.75294972199993,tajo,rio algodor,,,,toledo,castilla   mancha,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=900
5110039,almodovar,embalse almodovar,36.1536149680001,-5.64973106899993,guadalete y barbate,rio almodovar,,,https://www.wikidata.org/wiki/Q5369429,cadiz,andalucia,presa fabrica gravedad (hormigon vibrado),107.2,40.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1364
9220067,ibon ip,ip reservoir,42.7228732190001,-0.462683542999969,ebro,barranco ip,,,https://www.wikidata.org/wiki/Q23999337,huesca,aragon,presa materiales sueltos zonificada o nucleo,2119.0,31.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2482
5230007,zocueca,zocueca,38.095561881,-3.83109787299998,guadalquivir,rio  rumblar,,,,jaen,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1543
1310009,san anton,san anton,43.277117956,-1.77374675199997,cantabrico oriental,rio endara,,,,navarra,comunidad foral navarra,presa materiales sueltos pantalla hormigon,247.0,56.7999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=84
7300021,cierva,embalse cierva,38.0602631900001,-1.48765333199998,segura,rio mula,,,https://www.wikidata.org/wiki/Q107738426,murcia,region murcia,presa fabrica mamposteria,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2057
9220061,escarra,escarra reservoir,42.7450247100001,-0.352936039999975,ebro,rio escarra,,,https://www.wikidata.org/wiki/Q95675526,huesca,aragon,presa materiales sueltos zonificada o nucleo,1636.0,43.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2476
4130017,castilseras,castilseras,38.738908709,-4.80134611699998,guadiana,rio valdeazogues,,,,ciudad real,castilla   mancha,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1105
10430005,riudecanyes,riudecanyes,41.133459546,0.958540952000021,cuencas internas cataluna,riera riudecanyes,,,,tarragona,cataluna,presa fabrica mamposteria,220.5,51.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2918
9310030,urdalur,urdalur,42.916911187,-2.23343148499993,ebro,rio altzania,,,,navarra,comunidad foral navarra,presa fabrica gravedad (hormigon compactado),652.0,55.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2742
2470004,san jose,san jose,41.403921299,-5.27303186899996,duero,rio duero,,,,valladolid,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=453
4060008,boqueron,boqueron,39.1511076260001,-6.41827824299997,guadiana,regato rosal,,,,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=937
7300002,jose bautista,jose bautista,37.8754537890001,-1.31662193299996,segura,rio guadalentin o sangonera,,,,murcia,region murcia,presa fabrica gravedad (hormigon vibrado),137.0,33.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2038
7300003,jose bautista,jose bautista,37.8776016350001,-1.32124601899994,segura,rio guadalentin o sangonera,,,,murcia,region murcia,presa materiales sueltos homogenea,138.0,9.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2039
1320034,san pedro,san pedro reservoir,42.4527079760001,-7.71396403899996,mino sil,rio sil,https://www.google.com/search?kgmid=/g/11p4cqtf9c,,https://www.wikidata.org/wiki/Q105729417,lugo,galicia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=119
4160004,campos paraiso,campos paraiso,39.974474851,-2.73818245399997,guadiana,rio valdejudios,,,,cuenca,castilla   mancha,presa materiales sueltos zonificada o nucleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1205
2370033,villagonzalo,villagonzalo reservoir,40.8732344370001,-5.49557555299998,duero,rio tormes,https://www.google.com/search?kgmid=/g/122wtfys,,https://www.wikidata.org/wiki/Q5678462,salamanca,castilla y leon,presa fabrica gravedad (hormigon vibrado),805.799999999999,14.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=393
8120004,regajo,regajo,39.8898591060001,-0.524556912999969,jucar,riu palancia,,,,castello castellon,comunitat valenciana,presa fabrica gravedad (hormigon vibrado),406.529999999999,27.53,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2260
4100026,cubilar,cubilar,39.237347379,-5.47071172699998,guadiana,rio cubilar,,,,caceres,extremadura,presa materiales sueltos homogenea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1075
5140001,malpasillo jauja,malpasillo jauja,37.2991506870001,-4.67681989599993,guadalquivir,rio  genil,,,,cordoba,andalucia,presa fabrica contrafuertes,250.0,36.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1423
3450004,portina,portina reservoir  talavera reina,39.996548874,-4.84137628499997,tajo,arroyo portina,,,https://www.wikidata.org/wiki/Q52673428,toledo,castilla   mancha,presa fabrica gravedad (hormigon vibrado),412.5,23.3,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=861
14360007,caldas reis,caldas reis,42.608002556,-8.61626161099997,galicia costa,rio umia,,,,pontevedra,galicia,presa fabrica gravedad (hormigon vibrado),126.5,34.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3112
8460012,algar,algar,39.787914266,-0.37682482699995,jucar,riu palancia,,,,valència valencia,comunitat valenciana,presa mixta,217.0,49.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2307
2050003,serones,serones,40.6897420190001,-4.47398559699997,duero,rio voltoya,,,,avila,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=210
5230013,aguascebas,aguascebas,38.0435042350001,-2.95222543699992,guadalquivir,arroyo aguascebas chico,,,,jaen,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1549
8120011,ulldecona,ulldecona dam,40.670915209,0.233962578000046,jucar,riu senia,,,https://www.wikidata.org/wiki/Q202052,castello castellon,comunitat valenciana,presa fabrica gravedad (hormigon vibrado),479.029999999999,58.6599999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2266
3280050,navacerrada,navacerrada,40.7150019000001,-4.00500334299994,tajo,rio navacerrada,,,,madrid,comunidad madrid,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=827
7300037,valdeinfierno,embalse valdeinfierno,37.8054910990001,-1.96467018699997,segura,rio luchena,https://www.google.com/search?kgmid=/g/1228rq7r,https://www.openstreetmap.org/relation/1450307,https://www.wikidata.org/wiki/Q5490023,murcia,region murcia,presa fabrica arco gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2073
9430002,guiamets,guiamets,41.098764213,0.751588232000074,ebro,riera les olles,,,,tarragona,cataluna,presa fabrica gravedad (hormigon vibrado),178.0,50.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2768
15200006,ibai eder,ibai eder,43.1287549570001,-2.22691844199994,cantabrico oriental,urrestilla ibaia,,,,gipuzkoa guipuzcoa,pais vasco,presa materiales sueltos pantalla hormigon,226.75,66.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3121
8160007,toba,pantano toba,40.2100666220001,-1.92215366299996,jucar,rio jucar,,,https://www.wikidata.org/wiki/Q23995855,cuenca,castilla   mancha,presa fabrica mamposteria,1156.34999999999,40.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2282
4210060,machos,machos,37.314011421,-7.20394871099995,tinto  odiel y piedras,rio piedras,,,,huelva,andalucia,presa materiales sueltos pantalla hormigon,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1264
5180020,quentar,embalse quentar,37.2032970490001,-3.43802682299997,guadalquivir,rio aguas blancas,,,https://www.wikidata.org/wiki/Q5369453,granada,andalucia,presa fabrica boveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1523
7300041,alfonso xiii,alfonso xiii,38.2232084,-1.59952768299996,segura,rio quipar o rambla mullidar,,,,murcia,region murcia,presa fabrica mamposteria,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2077
2400001,burgomillodo,burgomillodo reservoir,41.337311189,-3.88541240699993,duero,rio duraton,https://www.google.com/search?kgmid=/g/121_4pt5,https://www.openstreetmap.org/relation/4116775,https://www.wikidata.org/wiki/Q5830416,segovia,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=406
3100074,salor,valdesalor reservoir,39.363901431,-6.30464727599997,tajo,rio salor,https://www.google.com/search?kgmid=/g/11h70_p1q2,,https://www.wikidata.org/wiki/Q63384116,caceres,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=608
3370002,navamuno,navamuno reservoir,40.347880305,-5.77448415699996,tajo,sin nombre,https://www.google.com/search?kgmid=/g/122gflb1,,https://www.wikidata.org/wiki/Q5830534,salamanca,castilla y leon,presa materiales sueltos pantalla hormigon,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=851
2370014,riolobos,riolobos,41.006227376,-5.30342870499993,duero,arroyo riolobos o arroyo dehesa,,,,salamanca,castilla y leon,presa materiales sueltos zonificada o nucleo,839.5,19.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=374
2370015,riolobos,riolobos,40.9949078490001,-5.28929176699995,duero,regato valdegollado,,,,salamanca,castilla y leon,presa materiales sueltos zonificada o nucleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=375
5110031,arcos,embalse arcos,36.7513393790001,-5.79558309999993,guadalete y barbate,rio guadalete,,,https://www.wikidata.org/wiki/Q17279790,cadiz,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1356
5110030,arcos,embalse arcos,36.7513900490001,-5.79150857699995,guadalete y barbate,rio guadalete,,,https://www.wikidata.org/wiki/Q17279790,cadiz,andalucia,presa materiales sueltos zonificada o nucleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1355
1240018,campanana,campanana reservoir,42.498086748,-6.76967359799994,mino sil,arroyo balen,https://www.google.com/search?kgmid=/g/1203m01h4,,https://www.wikidata.org/wiki/Q5830421,leon,castilla y leon,presa fabrica gravedad (hormigon vibrado),528.35,50.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=51
1240016,campanana,campanana reservoir,42.50033776,-6.75720479699993,mino sil,vertiente por margen derecha arroyo alamos,https://www.google.com/search?kgmid=/g/1203m01h4,,https://www.wikidata.org/wiki/Q5830421,leon,castilla y leon,presa materiales sueltos zonificada o nucleo,527.799999999999,11.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=49
4060068,nogales,nogales reservoir,38.563891508,-6.73651674799993,guadiana,rivera do nogales,https://www.google.com/search?kgmid=/g/12dpx021_,,https://www.wikidata.org/wiki/Q16561606,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=993
5230051,encinarejo,encinarejo,38.164548686,-3.99287874699996,guadalquivir,rio  jandula o fresneda o jorge,,,,jaen,andalucia,presa fabrica mamposteria,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1586
7300025,rodeos,embalse rodeos,38.0434511560001,-1.29443525699998,segura,rio mula,,,https://www.wikidata.org/wiki/Q107738433,murcia,region murcia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2061
4100025,cancho fresno,cancho fresno,39.3931095610001,-5.39044150299998,guadiana,rio ruecas,,,,caceres,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1074
3280063,picadas,picadas reservoir,40.3333175330001,-4.24917123099993,tajo,rio alberche,https://www.google.com/search?kgmid=/g/121vl666,,https://www.wikidata.org/wiki/Q5830546,madrid,comunidad madrid,presa fabrica gravedad (hormigon vibrado),519.5,58.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=840
9220071,vadiello,vadiello,42.2412072050001,-0.278563394999935,ebro,rio guatizalema,,,,huesca,aragon,presa fabrica gravedad (hormigon vibrado),748.5,76.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2486
8030027,amadorio,amadorio,38.5337220420001,-0.264786822999952,jucar,riu amadorio,,,,alacant alicante,comunitat valenciana,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2183
9250049,cavallers,cavallers,42.58555584,0.854115437000075,ebro,noguera tor,,,,lleida,cataluna,presa fabrica contrafuertes,1783.5,70.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2593
4060031,piedra aguda,piedra aguda,38.68712586,-7.02207805699993,guadiana,rio olivenza,,,,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=958
9220059,llauset,llauset,42.5809309520001,0.694450386000028,ebro,rio llauset,,,,huesca,aragon,presa fabrica boveda,2192.0,89.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2474
1320037,velle,velle,42.357859342,-7.85142526699997,mino sil,rio mino,,,,ourense,galicia,presa fabrica gravedad (hormigon vibrado),110.4,27.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=122
9220091,respomuso,respomuso reservoir,42.8156272250001,-0.297330793999947,ebro,rio aguas limpias,https://www.google.com/search?kgmid=/g/121n92_p,,https://www.wikidata.org/wiki/Q3427764,huesca,aragon,presa fabrica contrafuertes,2123.0,77.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2505
9440011,pena,pena,40.8194375680001,0.134230182000067,ebro,rio pena,,,,teruel,aragon,presa fabrica gravedad (hormigon vibrado),619.029999999999,46.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2804
4210081,corumbel bajo,corumbel bajo,37.449084574,-6.57274195299993,tinto  odiel y piedras,rio corumbel,,,,huelva,andalucia,presa materiales sueltos pantalla hormigon,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1285
3450015,guajaraz,guajaraz reservoir,39.7999260600001,-4.08754612399997,tajo,arroyo guajaraz,,https://www.openstreetmap.org/relation/3374623,https://www.wikidata.org/wiki/Q26904323,toledo,castilla   mancha,presa materiales sueltos pantalla asfaltica,607.6,46.3999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=871
14150011,vilagudin,vilagudin,43.0945645850001,-8.49268471099998,galicia costa,rio paradela,,,,a coruna,galicia,presa materiales sueltos pantalla hormigon,284.5,33.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3090
8120005,maria cristina,maria cristina reservoir,40.0282904270001,-0.163969956999949,jucar,rambla viuda,https://www.google.com/search?kgmid=/g/120j37yv,,https://www.wikidata.org/wiki/Q5830527,castello castellon,comunitat valenciana,presa fabrica mamposteria,138.219999999999,56.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2261
1320011,penarrubia,penarrubia reservoir,42.4564492920001,-6.81942030899995,mino sil,rio sil,https://www.google.com/search?kgmid=/g/1203lz94g,,https://www.wikidata.org/wiki/Q5830543,ourense,galicia,presa fabrica gravedad (hormigon vibrado),397.42,35.7999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=96
5140037,bembezar,bembezar reservoir,37.8247225110001,-5.23720810199995,guadalquivir,rio  bembezar,,,https://www.wikidata.org/wiki/Q5830414,cordoba,andalucia,presa fabrica gravedad (hormigon vibrado),97.5,37.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1459
9430006,ciurana,siurana reservoir,41.2495806650001,0.913874355000075,ebro,riu siurana,https://www.google.com/search?kgmid=/g/1hb_f69pj,https://www.openstreetmap.org/relation/5581963,https://www.wikidata.org/wiki/Q3376614,tarragona,cataluna,presa fabrica gravedad (hormigon vibrado),489.139999999999,62.74,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2772
8030092,guadalest,guadalest reservoir,38.679938329,-0.19178029699998,jucar,riu beniarda o guadalest,https://www.google.com/search?kgmid=/g/122vxrxt,,https://www.wikidata.org/wiki/Q3373919,alacant alicante,comunitat valenciana,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2243
9220090,santa maria belsue,santa maria belsue,42.30237966,-0.347295588999941,ebro,rio flumen,,,,huesca,aragon,presa fabrica mamposteria,896.399999999999,52.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2504
5130007,fresneda,fresneda,38.558512121,-3.62973097799994,guadalquivir,rio  jandula o fresneda o jorge,,,,ciudad real,castilla   mancha,presa fabrica arco gravedad,719.549999999999,37.5499999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1420
9310034,irabia,irabia,42.9849261200001,-1.15747190799993,ebro,rio irati,,,,navarra,comunidad foral navarra,presa fabrica mamposteria,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2746
